"ID","BOVEN_ID","TOP_ID","GUID","INV","AET","STUK_BESCHRIJVING","BOVENLIGGENDE_BESCHRIJVING","TOEGANG_BESCHRIJVING"
2464560,2464558,1711387,"609C5BAF84DE4642E0534701000A17FD","1136.391","EB","391.  Stukken betreffende de tewerkstelling van personeel bij de N.V. Draadindustrie ""Neerlandia"" te Jutphaas, 1945","2.1.3.10. Sectie X-Arbeidszaken","1136   Militair gezag in de provincie Utrecht   "
2464450,2464449,1711387,"609C5BAF84634642E0534701000A17FD","1136.301","EB","301.  Ingekomen en minuten van uitgaande stukken betreffende personele zaken, 1945","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464451,2464449,1711387,"609C5BAF84644642E0534701000A17FD","1136.302","EB","302.  Correspondentie met en over personeelsleden in de rang van officier, 1945","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464452,2464449,1711387,"609C5BAF84654642E0534701000A17FD","1136.303","EB","303.  Correspondentie met en over personeelsleden beneden de rang van 2de luitenant, 1945","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464453,2464449,1711387,"609C5BAF84664642E0534701000A17FD","1136.304","EB","304.  Correspondentie met en over burgerpersoneel, 1945","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464454,2464449,1711387,"609C5BAF84674642E0534701000A17FD","1136.305","EB","305.  Stukken betreffende het aanschaffen van kleding door officieren en onderofficieren, 1945","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464455,2464449,1711387,"609C5BAF84684642E0534701000A17FD","1136.306","EB","306.  Nominatieve opgaven van de sterkte van de dienstonderdelen, die vallen onder de PMC, 1945","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464456,2464449,1711387,"609C5BAF84694642E0534701000A17FD","1136.307","EB","307.  Staten van uitbetaalde lonen, 1945-1946","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464462,2464449,1711387,"609C5BAF846F4642E0534701000A17FD","1136.312","EB","312.  Staten van het bij het PMC werkzame personeel, 1945-1946","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464466,2464449,1711387,"609C5BAF84734642E0534701000A17FD","1136.315","EB","315.  Staten met adres- en functiegegevens van het bij het district Utrecht-oost werkzame burgerlijk en militair personeel, waaronder de personeelsleden van de POD, 1945","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464467,2464449,1711387,"609C5BAF84744642E0534701000A17FD","1136.316","EB","316.  Staten van uitbetaalde declaraties voor reis- en verblijfskosten, 1946","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464468,2464449,1711387,"609C5BAF84754642E0534701000A17FD","1136.317","EB","317.  Correspondentie van diverse aard over personele zaken, 1945","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464469,2464449,1711387,"609C5BAF84764642E0534701000A17FD","1136.318","EB","318.  Stukken betreffende de ""concentratie en afvloeiing"" van personeel in verband met de beëindiging van de werkzaamheden van de DMC's, 1945 juni-aug.","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464470,2464449,1711387,"609C5BAF84774642E0534701000A17FD","1136.319","EB","319.  Register met gegevens over uitbetaalde lonen, 1945 april-juli","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464471,2464449,1711387,"609C5BAF84784642E0534701000A17FD","1136.320","EB","320.  Register van ontvangsten en uitgaven ten behoeve van bloemen en sterke drank, 1945. Met bijlagen","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464472,2464449,1711387,"609C5BAF84794642E0534701000A17FD","1136.321","EB","321.  Stukken betreffende betalingen aan militairen, 1945","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464473,2464449,1711387,"609C5BAF847A4642E0534701000A17FD","1136.322","EB","322.  Stukken betreffende het aan derden delegeren van betalingen aan militairen, 1945-1946","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464474,2464449,1711387,"609C5BAF847B4642E0534701000A17FD","1136.323","EB","323.  Stukken betreffende het beëindigen van voeding en/of betaling, meestal wegens verplaatsing of detachering naar elders, 1945","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464479,2464449,1711387,"609C5BAF84804642E0534701000A17FD","1136.327","EB","327.  Register van vergoedingen eigen huisvesting militairen, 1945","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464480,2464449,1711387,"609C5BAF84814642E0534701000A17FD","1136.328","EB","328.  Stukken betreffende verkeersongevallen van militair personeel, 1945","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464481,2464449,1711387,"609C5BAF84824642E0534701000A17FD","1136.329","EB","329.  Opgave van het personeel, werkzaam bij het Rijks Hospitaal te Utrecht, 1945","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464482,2464449,1711387,"609C5BAF84834642E0534701000A17FD","1136.330","EB","330.  Stukken betreffende de mutaties in het militair-en burgerpersoneel, 1945-1946","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464483,2464449,1711387,"609C5BAF84844642E0534701000A17FD","1136.331","EB","331.  Stukken betreffende radiotoestellen, die beheerd worden door de huismeester Militair Gezag, 1945","1.6. Personeel","1136   Militair gezag in de provincie Utrecht   "
2464601,2464600,1711387,"609C5BAF8A484642E0534701000A17FD","1136.423","DB","423.  Sectie centrale keukens","Stukken betreffende de werkzaamheden van de secties van het district Utrecht, 1945","1136   Militair gezag in de provincie Utrecht   "
2464602,2464600,1711387,"609C5BAF8A494642E0534701000A17FD","1136.424","DB","424.  Sectie inlichtingen","Stukken betreffende de werkzaamheden van de secties van het district Utrecht, 1945","1136   Militair gezag in de provincie Utrecht   "
2464603,2464600,1711387,"609C5BAF8A4A4642E0534701000A17FD","1136.425","DB","425.  Sectie levensmiddelen","Stukken betreffende de werkzaamheden van de secties van het district Utrecht, 1945","1136   Militair gezag in de provincie Utrecht   "
2464604,2464600,1711387,"609C5BAF8A4B4642E0534701000A17FD","1136.426","DB","426.  Sectie technische noodvoorziening","Stukken betreffende de werkzaamheden van de secties van het district Utrecht, 1945","1136   Militair gezag in de provincie Utrecht   "
2464605,2464600,1711387,"609C5BAF8A4C4642E0534701000A17FD","1136.427","DB","427.  Sectie textiel","Stukken betreffende de werkzaamheden van de secties van het district Utrecht, 1945","1136   Militair gezag in de provincie Utrecht   "
2464429,2464400,1711387,"609C5BAF897F4642E0534701000A17FD","1136.286","EB","286.  Correspondentie over het beheer van door de Duitsers in beslaggenomen en achtergelaten goederen, 1945","1.4. Correspondentie","1136   Militair gezag in de provincie Utrecht   "
2464430,2464400,1711387,"609C5BAF89804642E0534701000A17FD","1136.287","EB","287.  Stukken betreffende het Militair Commissariaat voor het Rechtsherstel, 1945","1.4. Correspondentie","1136   Militair gezag in de provincie Utrecht   "
2464431,2464400,1711387,"609C5BAF89814642E0534701000A17FD","1136.288","EB","288.  Register van ingekomen radiografische berichten, 1945 okt.-dec.","1.4. Correspondentie","1136   Militair gezag in de provincie Utrecht   "
2464445,2464444,1711387,"609C5BAF845E4642E0534701000A17FD","1136.298","EB","298.  Ingekomen begrotingen van de districten Utrecht-oost, -west en -centrum over de maanden mei en juni 1945","1.5.2. Begrotingen en verantwoording","1136   Militair gezag in de provincie Utrecht   "
2464489,2464488,1711387,"609C5BAF848A4642E0534701000A17FD","1136.333","DB","333.  1- 249","Minuten van uitgaande brieven, 1945. Doorlopend genummerd","1136   Militair gezag in de provincie Utrecht   "
2464490,2464488,1711387,"609C5BAF848B4642E0534701000A17FD","1136.334","DB","334.  254- 599","Minuten van uitgaande brieven, 1945. Doorlopend genummerd","1136   Militair gezag in de provincie Utrecht   "
2464491,2464488,1711387,"609C5BAF848C4642E0534701000A17FD","1136.335","DB","335.  600- 900","Minuten van uitgaande brieven, 1945. Doorlopend genummerd","1136   Militair gezag in de provincie Utrecht   "
2464492,2464488,1711387,"609C5BAF848D4642E0534701000A17FD","1136.336","DB","336.  902-1200","Minuten van uitgaande brieven, 1945. Doorlopend genummerd","1136   Militair gezag in de provincie Utrecht   "
2464493,2464488,1711387,"609C5BAF89D14642E0534701000A17FD","1136.337","DB","337.  1201-1599","Minuten van uitgaande brieven, 1945. Doorlopend genummerd","1136   Militair gezag in de provincie Utrecht   "
2464494,2464488,1711387,"609C5BAF89D24642E0534701000A17FD","1136.338","DB","338.  1601-2000","Minuten van uitgaande brieven, 1945. Doorlopend genummerd","1136   Militair gezag in de provincie Utrecht   "
2464495,2464488,1711387,"609C5BAF89D34642E0534701000A17FD","1136.339","DB","339.  2001-2300","Minuten van uitgaande brieven, 1945. Doorlopend genummerd","1136   Militair gezag in de provincie Utrecht   "
2464496,2464488,1711387,"609C5BAF89D44642E0534701000A17FD","1136.340","DB","340.  2301-2575","Minuten van uitgaande brieven, 1945. Doorlopend genummerd","1136   Militair gezag in de provincie Utrecht   "
2464497,2464488,1711387,"609C5BAF89D54642E0534701000A17FD","1136.341","DB","341.  2577-2837, 2959","Minuten van uitgaande brieven, 1945. Doorlopend genummerd","1136   Militair gezag in de provincie Utrecht   "
2464437,2464434,1711387,"609C5BAF84564642E0534701000A17FD","1136.291","DB","291.  1945 sept. 25-1946 febr. 14","Kas-, bankboeken, 1945-1946","1136   Militair gezag in de provincie Utrecht   "
2464435,2464434,1711387,"609C5BAF89854642E0534701000A17FD","1136.289","DB","289.  1945 mei 17-sept. 25","Kas-, bankboeken, 1945-1946","1136   Militair gezag in de provincie Utrecht   "
2464436,2464434,1711387,"609C5BAF89864642E0534701000A17FD","1136.290","DB","290.  1945 sept. 1-1946 mrt. 26","Kas-, bankboeken, 1945-1946","1136   Militair gezag in de provincie Utrecht   "
2464505,2464504,1711387,"609C5BAF89DD4642E0534701000A17FD","1136.345","EB","345.  Ingekomen stukken bij sectie I, 1945","2.1.3.1. Sectie I-Binnenlands Bestuur","1136   Militair gezag in de provincie Utrecht   "
2464506,2464504,1711387,"609C5BAF89DE4642E0534701000A17FD","1136.346","EB","346.  Stukken betreffende de zuivering en bestuursvoorziening in het algemeen, 1945","2.1.3.1. Sectie I-Binnenlands Bestuur","1136   Militair gezag in de provincie Utrecht   "
2464507,2464504,1711387,"609C5BAF89DF4642E0534701000A17FD","1136.347","EB","347.  Stukken betreffende de zuivering van burgemeesters, 1945","2.1.3.1. Sectie I-Binnenlands Bestuur","1136   Militair gezag in de provincie Utrecht   "
2464508,2464504,1711387,"609C5BAF89E04642E0534701000A17FD","1136.348","EB","348.  Stukken betreffende de zuivering van gemeentepersoneel, 1945","2.1.3.1. Sectie I-Binnenlands Bestuur","1136   Militair gezag in de provincie Utrecht   "
2464509,2464504,1711387,"609C5BAF89E14642E0534701000A17FD","1136.349","EB","349.  Stukken betreffende de zuivering van bedrijven, 1945","2.1.3.1. Sectie I-Binnenlands Bestuur","1136   Militair gezag in de provincie Utrecht   "
2464510,2464504,1711387,"609C5BAF89E24642E0534701000A17FD","1136.350","EB","350.  Stukken betreffende de verhouding tot de illegaliteit, 1945","2.1.3.1. Sectie I-Binnenlands Bestuur","1136   Militair gezag in de provincie Utrecht   "
2464719,2464718,1711387,"609C5BAF85824642E0534701000A17FD","1136.512","EB","512.  Ingekomen en minuten van uitgaande stukken, 1945","2.3.2.4. Sectie IV-Financiën","1136   Militair gezag in de provincie Utrecht   "
2464720,2464718,1711387,"609C5BAF85834642E0534701000A17FD","1136.513","EB","513.  Lijsten van geblokkeerde bankrekeningen, 1945. Met bijbehorende correspondentie, 1945","2.3.2.4. Sectie IV-Financiën","1136   Militair gezag in de provincie Utrecht   "
2464650,2464649,1711387,"609C5BAF853E4642E0534701000A17FD","1136.461","EB","461.  Opgave van de sterkte van het personeel en van de toestand van het materiaal van de brandweer, 1945","2.2.3.4. Sectie IV-Brandweer","1136   Militair gezag in de provincie Utrecht   "
2464537,2464536,1711387,"609C5BAF84C74642E0534701000A17FD","1136.374","EB","374.  Ingekomen stukken, 1945","2.1.3.4. Sectie IV-Brandweer en luchtbescherming","1136   Militair gezag in de provincie Utrecht   "
2464674,2464673,1711387,"609C5BAF8A944642E0534701000A17FD","1136.476","EB","476.  Kas-, bankboek, 1945","2.2.4. Financiën","1136   Militair gezag in de provincie Utrecht   "
2464675,2464673,1711387,"609C5BAF8A954642E0534701000A17FD","1136.477","EB","477.  Journaal en grootboek","2.2.4. Financiën","1136   Militair gezag in de provincie Utrecht   "
2464676,2464673,1711387,"609C5BAF8A964642E0534701000A17FD","1136.478","EB","478.  Rekening-courant met de Amsterdamse Bank, 1945","2.2.4. Financiën","1136   Militair gezag in de provincie Utrecht   "
2464677,2464673,1711387,"609C5BAF8A974642E0534701000A17FD","1136.479","EB","479.  Betalingsbewijzen van ""Kamp Laan 1914"", 1945","2.2.4. Financiën","1136   Militair gezag in de provincie Utrecht   "
2464678,2464673,1711387,"609C5BAF8A984642E0534701000A17FD","1136.480","EB","480.  Betalingsbewijzen van ""Kamp Valkenheide"" te Maarsbergen, 1945. Met betalingslijsten van burger/werklieden","2.2.4. Financiën","1136   Militair gezag in de provincie Utrecht   "
2464679,2464673,1711387,"609C5BAF8A994642E0534701000A17FD","1136.481","EB","481.  Betalingsbewijzen van bewaringskamp ""Renswoude"", 1945. Met betalingslijsten van contractanten","2.2.4. Financiën","1136   Militair gezag in de provincie Utrecht   "
2464680,2464673,1711387,"609C5BAF8A9A4642E0534701000A17FD","1136.482","EB","482.  Betalingsbewijzen van bewaringskamp ""Veenendaal"", 1945","2.2.4. Financiën","1136   Militair gezag in de provincie Utrecht   "
2464681,2464673,1711387,"609C5BAF8A9B4642E0534701000A17FD","1136.483","EB","483.  Betalingsbewijzen van de POD Utrecht-Oost, 1945","2.2.4. Financiën","1136   Militair gezag in de provincie Utrecht   "
2464682,2464673,1711387,"609C5BAF8A9C4642E0534701000A17FD","1136.484","EB","484.  Betalingsbewijzen van het repatriëringskamp ""Amersfoort"", 1945","2.2.4. Financiën","1136   Militair gezag in de provincie Utrecht   "
2464683,2464673,1711387,"609C5BAF8A9D4642E0534701000A17FD","1136.485","EB","485.  Betalingsbewijzen van het commissariaat Noodvoorziening Amersfoort, 1945","2.2.4. Financiën","1136   Militair gezag in de provincie Utrecht   "
2464684,2464673,1711387,"609C5BAF8A9E4642E0534701000A17FD","1136.486","EB","486.  Betalingsbewijzen van diverse instanties, 1945","2.2.4. Financiën","1136   Militair gezag in de provincie Utrecht   "
2464685,2464673,1711387,"609C5BAF8A9F4642E0534701000A17FD","1136.487","EB","487.  Kasbewijzen en betalingslijst van werkzaamheden van het Militair Gezag Zeist en omgeving, 1945","2.2.4. Financiën","1136   Militair gezag in de provincie Utrecht   "
2464686,2464673,1711387,"609C5BAF8AA04642E0534701000A17FD","1136.488","EB","488.  Kasbewijzen van kampenvan de Binnenlandse Strijdkrachten, 1945","2.2.4. Financiën","1136   Militair gezag in de provincie Utrecht   "
2464687,2464673,1711387,"609C5BAF8AA14642E0534701000A17FD","1136.489","EB","489.  Overzicht betalingsbewijzen van kampen van de Binnenlandse Strijdkrachten, 1945","2.2.4. Financiën","1136   Militair gezag in de provincie Utrecht   "
2464625,2464624,1711387,"609C5BAF85254642E0534701000A17FD","1136.440","DB","440.  nrs. 1-500","Ingekomen en minuten van uitgaande stukken, 1945","1136   Militair gezag in de provincie Utrecht   "
2464626,2464624,1711387,"609C5BAF85264642E0534701000A17FD","1136.441","DB","441.  nrs. 501-1000","Ingekomen en minuten van uitgaande stukken, 1945","1136   Militair gezag in de provincie Utrecht   "
2464627,2464624,1711387,"609C5BAF85274642E0534701000A17FD","1136.442","DB","442.  nrs. 1001-2620","Ingekomen en minuten van uitgaande stukken, 1945","1136   Militair gezag in de provincie Utrecht   "
2464638,2464633,1711387,"609C5BAF85324642E0534701000A17FD","1136.451","EB","451.  Ingekomen en minuten van uitgaande geheime stukken, 1945","2.2.3.2. Sectie II-Juridische zaken","1136   Militair gezag in de provincie Utrecht   "
2464639,2464633,1711387,"609C5BAF85334642E0534701000A17FD","1136.452","EB","452.  Stukken betreffende verzoeken om inlichtingen over vermiste personen, 1945","2.2.3.2. Sectie II-Juridische zaken","1136   Militair gezag in de provincie Utrecht   "
2464640,2464633,1711387,"609C5BAF85344642E0534701000A17FD","1136.453","EB","453.  Stukken betreffende repatriëring en evacuatie, 1945","2.2.3.2. Sectie II-Juridische zaken","1136   Militair gezag in de provincie Utrecht   "
2464641,2464633,1711387,"609C5BAF85354642E0534701000A17FD","1136.454","EB","454.  Stukken betreffende de vordering en teruggave van gebouwen, woonhuizen, roerende en onroerende goederen, 1945","2.2.3.2. Sectie II-Juridische zaken","1136   Militair gezag in de provincie Utrecht   "
